item_id	title	genres	director	producer	actors	release_date	release_month	country	duration	age_rating	imdb_rating	imdb_num_reviews	n_ratings	description	n_ratings_kid	n_ratings_teenager	n_ratings_young_adult	n_ratings_adult	n_ratings_senior	n_ratings_male	n_ratings_female	storyline	genres_list	directors_list	producers_list	actors_list
1617	Hugo Pool (1997)	Romance	Robert Downey Sr.	Robert Downey Sr. and Laura Ernst	Alyssa Milano, Mark Boone Junior, Malcolm McDowell, Brendan Dawson, Sean Penn, Robert Downey Jr., Cathy Moriarty, Patrick Dempsey, Sean Glenn, Bert Remsen, Kevin Dornan, Michael Mazzola, Richard Lewis, Chuck Barris, Jim Shield, Ann Magnuson, Eddie Perez, and Lora Gómez Eastwood	1997	12	United States	1h 32min	R	5.1	2K	2	Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease.	0	0	1	1	0	2	0	Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease. Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease. —Anonymous	['Romance']	['Robert Downey Sr.']	['Robert Downey Sr.', 'Laura Ernst']	['Alyssa Milano', 'Mark Boone Junior', 'Malcolm McDowell', 'Brendan Dawson', 'Sean Penn', 'Robert Downey Jr.', 'Cathy Moriarty', 'Patrick Dempsey', 'Sean Glenn', 'Bert Remsen', 'Kevin Dornan', 'Michael Mazzola', 'Richard Lewis', 'Chuck Barris', 'Jim Shield', 'Ann Magnuson', 'Eddie Perez', 'Lora Gómez Eastwood']
1058	War, The (1994)	Adventure and Drama	Bryan Martin	Bob Hope, Forest Whitaker, and Andy Garcia	Bob Hope, Forest Whitaker, Andy Garcia, Louis Gossett Jr., Diahann Carroll, Cheech Marin, Charo, Lou Diamond Phillips, Dionne Warwick, Mario Van Peebles, BD Wong, David Alan Grier, Loni Anderson, Lloyd Bridges, Margaret Cho, Marlee Matlin, Ann Miller, and Glenn Plummer	unknown	09	United States	1994	unknown	unknown	unknown	15	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	0	5	7	3	0	8	7	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	['Adventure', 'Drama']	['Bryan Martin']	['Bob Hope', 'Forest Whitaker', 'Andy Garcia']	['Bob Hope', 'Forest Whitaker', 'Andy Garcia', 'Louis Gossett Jr.', 'Diahann Carroll', 'Cheech Marin', 'Charo', 'Lou Diamond Phillips', 'Dionne Warwick', 'Mario Van Peebles', 'BD Wong', 'David Alan Grier', 'Loni Anderson', 'Lloyd Bridges', 'Margaret Cho', 'Marlee Matlin', 'Ann Miller', 'Glenn Plummer']
885	Phantoms (1998)	Horror	Joe Chappelle	Dean R. Koontz	Peter OToole, Rose McGowan, Joanna Going, Liev Schreiber, Ben Affleck, Nicky Katt, Clifton Powell, Rick Otto, Valerie Chow, Adam Nelson, John Hammil, John Scott Clough, Michael DeLorenzo, William Hahn, Robert Himber, Bo Hopkins, Robert Knepper, and Paul Schmidt	1998	01	United States	1h 36min	R	5.4	20K	13	In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.	0	4	4	5	0	10	3	In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive. People have vanished in a small ski resort village nestled in the Rocky Mountains. Two sisters suspect it to be the work of a serial killer on the loose in town but there is no blood near the dead bodies, no sign of struggle n how can a single serial killer kill all the residents. The sisters come across a sheriff who is a former FBI agent. The agent calls up for back up. The agents' associates gets hold of an academic who theorizes the town has fallen victim to the Ancient Enemy, which periodically wipes out civilizations including that of the Mayans and the Roanoke Island colonists. —Fella_shibby@yahoo.com	['Horror']	['Joe Chappelle']	['Dean R. Koontz']	['Peter OToole', 'Rose McGowan', 'Joanna Going', 'Liev Schreiber', 'Ben Affleck', 'Nicky Katt', 'Clifton Powell', 'Rick Otto', 'Valerie Chow', 'Adam Nelson', 'John Hammil', 'John Scott Clough', 'Michael DeLorenzo', 'William Hahn', 'Robert Himber', 'Bo Hopkins', 'Robert Knepper', 'Paul Schmidt']
324	Lost Highway (1997)	Mystery	David Lynch	David Lynch and Barry Gifford	Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito, Jenna Maetlind, Michael Massee, Robert Blake, Henry Rollins, Michael Shamus Wiles, Mink Stole, Leonard Termo, Ivory Ocean, Jack Kehler, David Byrd, Gene Ross, Balthazar Getty, F. William Parker, and Guy Siner	1997	08	United Kingdom	2h 14min	R	7.6	137K	125	Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.	0	16	62	47	0	98	27	Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray. Fred Madison, a saxophonist, is accused under mysterious circumstances of murdering his wife Renee. On death row, he inexplicably morphs into a young man named Pete Dayton, leading a completely different life. When Pete is released, his and Fred's paths begin to cross in a surreal, suspenseful web of intrigue, orchestrated by a shady gangster boss named Dick Laurent. —	['Mystery']	['David Lynch']	['David Lynch', 'Barry Gifford']	['Bill Pullman', 'Patricia Arquette', 'John Roselius', 'Louis Eppolito', 'Jenna Maetlind', 'Michael Massee', 'Robert Blake', 'Henry Rollins', 'Michael Shamus Wiles', 'Mink Stole', 'Leonard Termo', 'Ivory Ocean', 'Jack Kehler', 'David Byrd', 'Gene Ross', 'Balthazar Getty', 'F. William Parker', 'Guy Siner']
436	American Werewolf in London, An (1981)	Horror	John Landis	John Landis	David Naughton, Jenny Agutter, Joe Belcher, Griffin Dunne, David Schofield, Brian Glover, Lila Kaye, Rik Mayall, Sean Baker, Paddy Ryan, Anne-Marie Davies, John Woodvine, Frank Oz, Don McKillop, Paul Kember, Colin Fernandes, Albert Moses, and Jim Henson	1981	11	United Kingdom	1h 37min	R	7.5	100K	99	Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.	0	4	44	50	1	83	16	Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists. Two American college students are on a walking tour of Britain and are attacked by a werewolf. One is killed, the other is mauled. The werewolf is killed but reverts to its human form, and the local townspeople are unwilling to acknowledge its existence. The surviving student begins to have nightmares of hunting on four feet at first but then finds that his friend and other recent victims appear to him, demanding that he commit suicide to release them from their curse, being trapped between worlds because of their unnatural deaths. —John Vogel	['Horror']	['John Landis']	['John Landis']	['David Naughton', 'Jenny Agutter', 'Joe Belcher', 'Griffin Dunne', 'David Schofield', 'Brian Glover', 'Lila Kaye', 'Rik Mayall', 'Sean Baker', 'Paddy Ryan', 'Anne-Marie Davies', 'John Woodvine', 'Frank Oz', 'Don McKillop', 'Paul Kember', 'Colin Fernandes', 'Albert Moses', 'Jim Henson']
57	Priest (1994)	Drama	Antonia Bird	Jimmy McGovern	Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson, Lesley Sharp, Robert Pugh, James Ellis, Christine Tremarco, Paul Barber, Rio Fanning, Jim R. Coleman, Bill Dean, Gilly Coman, Fred Pearson, Jimmy Gallagher, Anthony Booth, Giuseppe Murphy, and Kim Johnson	1994	03	United Kingdom	1h 38min	R	7.1	10K	40	A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own.	0	1	17	22	0	26	14	A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own. A young Catholic priest, Father Greg Pilkington, joins an inner-city parish. In confession a teenage girl reveals how her father is molesting her, leaving Father Pilkington in a quandary. Equally vexing to the priest is his own sexual orientation. —grantss	['Drama']	['Antonia Bird']	['Jimmy McGovern']	['Linus Roache', 'Tom Wilkinson', 'Robert Carlyle', 'Cathy Tyson', 'Lesley Sharp', 'Robert Pugh', 'James Ellis', 'Christine Tremarco', 'Paul Barber', 'Rio Fanning', 'Jim R. Coleman', 'Bill Dean', 'Gilly Coman', 'Fred Pearson', 'Jimmy Gallagher', 'Anthony Booth', 'Giuseppe Murphy', 'Kim Johnson']
507	Streetcar Named Desire, A (1951)	Drama	Elia Kazan	Tennessee Williams and Oscar Saul	Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden, Rudy Bond, Nick Dennis, Peg Hillias, Wright King, Richard Garrick, Ann Dere, Edna Thomas, Mickey Kuhn, Mel Archer, Walter Bacon, Dahn Ben Amotz, Joe Brooks, Marietta Canty, and John George	1951	09	United States	2h 2min	M/PG	8.0	104K	98	Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.	0	4	30	61	3	71	27	Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her. Blanche DuBois, a high school English teacher with an aristocratic background from Auriol, Mississippi, decides to move to live with her sister and brother-in-law, Stella and Stanley Kowalski, in New Orleans after creditors take over the family property, Belle Reve. Blanche has also decided to take a break from teaching as she states the situation has frayed her nerves. Knowing nothing about Stanley or the Kowalskis' lives, Blanche is shocked to find that they live in a cramped and run down ground floor apartment - which she proceeds to beautify by putting shades over the open light bulbs to soften the lighting - and that Stanley is not the gentleman that she is used to in men. As such, Blanche and Stanley have an antagonistic relationship from the start. Blanche finds that Stanley's hyper-masculinity, which often displays itself in physical outbursts, is common, coarse and vulgar, being common which in turn is what attracted Stella to him. Beyond finding Blanche's delicate hoidy-toidy act as putting on airs, Stanley, a plant worker, believes she may really have sold Belle Reve and is withholding Stella's fair share of the proceeds from them. What further affects the relationship between the three is that Stella is in the early stage of pregnancy with her and Stanley's first child. Soon after her arrival at the Kowalskis, Blanche starts to date Mitch, one of Stanley's friends and coworkers who is a little softer around the edges than most of Stanley's friends. Mitch does not hide the fact that he is looking in general to get married because of a personal issue, he wanting Blanche ultimately to be his wife. Mitch is somewhat unaware that Blanche has somewhat controlled their courtship to put herself in the best possible light, both figuratively and literally. But in Stanley's quest to find out the truth about Belle Reve and Blanche's life in Auriol, the interrelationships between Stanley, Blanche, Stella and Mitch may be irrevocably affected, with any revelation about that life which may further destroy what's left of Blanche's already damaged mental state.	['Drama']	['Elia Kazan']	['Tennessee Williams', 'Oscar Saul']	['Vivien Leigh', 'Marlon Brando', 'Kim Hunter', 'Karl Malden', 'Rudy Bond', 'Nick Dennis', 'Peg Hillias', 'Wright King', 'Richard Garrick', 'Ann Dere', 'Edna Thomas', 'Mickey Kuhn', 'Mel Archer', 'Walter Bacon', 'Dahn Ben Amotz', 'Joe Brooks', 'Marietta Canty', 'John George']
990	Anna Karenina (1997)	Drama and Romance	Bernard Rose	Lev Tolstoy and Bernard Rose	Sophie Marceau, Sean Bean, Alfred Molina, Mia Kirshner, James Fox, Fiona Shaw, Danny Huston, Phyllida Law, David Schofield, Saskia Wickham, Jennifer Hall, Anna Calder-Marshall, Valerie Braddell, Pyotr Shelokhonov, Niall Buggy, Anthony Calf, Vernon Dobtcheff, and Hamish Falconer	1997	05	United Kingdom	1h 48min	PG-13	6.3	5.8K	33	Anna (Marceau) is a wife and mother who has an affair with the handsome Count Vronsky (Bean). Based on the novel by Tolstoy.	0	3	9	17	4	17	16	Anna (Marceau) is a wife and mother who has an affair with the handsome Count Vronsky (Bean). Based on the novel by Tolstoy. Anna is a young and elegant wife of Mr. Karenin, who is wealthy and old. She meets the handsome Count Vronsky. Anna and Vronsky fall in love with each other, and he comes to be with her in St. Petersburg. They are very happy together and make a great looking couple, but soon their happiness gets under social pressures. Anna is hopelessly begging Mr. Karenin for a divorce, but he wants to keep the mother of their child. She has another baby born from her lover Vronsky. Conflict between her untamed desires and painful reality causes her a depression and suicidal thoughts. —Steve Shelokhonov	['Drama', 'Romance']	['Bernard Rose']	['Lev Tolstoy', 'Bernard Rose']	['Sophie Marceau', 'Sean Bean', 'Alfred Molina', 'Mia Kirshner', 'James Fox', 'Fiona Shaw', 'Danny Huston', 'Phyllida Law', 'David Schofield', 'Saskia Wickham', 'Jennifer Hall', 'Anna Calder-Marshall', 'Valerie Braddell', 'Pyotr Shelokhonov', 'Niall Buggy', 'Anthony Calf', 'Vernon Dobtcheff', 'Hamish Falconer']
134	Citizen Kane (1941)	Drama	Orson Welles	Herman J. Mankiewicz, Orson Welles, and John Houseman	Orson Welles, Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon, Sonny Bupp, and Buddy Swan	1941	09	United States	1h 59min	PG	8.3	424K	198	Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.	0	8	69	118	3	159	39	"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'. A group of reporters are trying to decipher the last word ever spoken by Charles Foster Kane, the millionaire newspaper tycoon: ""Rosebud."" The film begins with a news reel detailing Kane's life for the masses, and then from there, viewers are shown flashbacks from Kane's life. As the reporters investigate further, the viewers see a display of a fascinating man's rise to fame, and how he eventually fell off the top of the world. —Zack H. / edited by Rob"	['Drama']	['Orson Welles']	['Herman J. Mankiewicz', 'Orson Welles', 'John Houseman']	['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead', 'Ruth Warrick', 'Ray Collins', 'Erskine Sanford', 'Everett Sloane', 'William Alland', 'Paul Stewart', 'George Coulouris', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan']
698	Browning Version, The (1994)	Drama	Mike Figgis	Terence Rattigan and Ronald Harwood	Albert Finney, Greta Scacchi, Matthew Modine, Julian Sands, Michael Gambon, Ben Silverstone, Jim Sturgess, Joseph Beattie, Marc Bolton, Tom Havelock, Walter Micklethwait, Jotham Annan, David Lever, Bruce Myers, Maryam dAbo, Heathcote Williams, Oliver Milburn, and Jeff Nuttall	1994	10	United Kingdom	1h 37min	R	7.2	3.2K	10	On the verge of forced resignation, a strict old-fashioned teacher rethinks his life.	0	0	5	5	0	6	4	On the verge of forced resignation, a strict old-fashioned teacher rethinks his life. Andrew Crocker-Harris (Albert Finney) is an embittered, disliked teacher of Greek and Latin at a British public school. After nearly 20 years of service, he is being forced to retire on the pretext of his health and might not even be given a pension. The boys regard him as a Hitler, with some justification. His wife Laura (Greta Scacchi) is unfaithful, and lives to wound him any way she can. Andrew must come to terms with his failed life and regain at least his own self-respect. —Reid Gagle	['Drama']	['Mike Figgis']	['Terence Rattigan', 'Ronald Harwood']	['Albert Finney', 'Greta Scacchi', 'Matthew Modine', 'Julian Sands', 'Michael Gambon', 'Ben Silverstone', 'Jim Sturgess', 'Joseph Beattie', 'Marc Bolton', 'Tom Havelock', 'Walter Micklethwait', 'Jotham Annan', 'David Lever', 'Bruce Myers', 'Maryam dAbo', 'Heathcote Williams', 'Oliver Milburn', 'Jeff Nuttall']
